property;value
upperLegLeft;0.500687
upperLegRight;0.483269
lowerLegRight;0.463386
forearmLeft;0.289173
upperarmLeft;0.321266
shoulderHalfLeft;0.13756
neck;0.0828807
shoulderHalfRight;0.180473
upperarmRight;0.265174
forearmRight;0.314772
shoulder;0.254864
upperBody;0.258404
hip;0.114969
lowerBody;0.359835
body;0.618191
lowerLegLeft;0.338341
upperLegLeft;0.500617
upperLegRight;0.483014
lowerLegRight;0.464617
forearmLeft;0.289382
upperarmLeft;0.320853
shoulderHalfLeft;0.137138
neck;0.0828841
shoulderHalfRight;0.181721
upperarmRight;0.265231
forearmRight;0.314784
shoulder;0.255223
upperBody;0.258438
hip;0.114975
lowerBody;0.359878
body;0.618274
lowerLegLeft;0.339028
upperLegLeft;0.500042
upperLegRight;0.48322
lowerLegRight;0.464498
forearmLeft;0.289436
upperarmLeft;0.320556
shoulderHalfLeft;0.136835
neck;0.0828816
shoulderHalfRight;0.181212
upperarmRight;0.265142
forearmRight;0.314992
shoulder;0.254843
upperBody;0.258426
hip;0.114989
lowerBody;0.35988
body;0.618263
lowerLegLeft;0.33631
upperLegLeft;0.501242
upperLegRight;0.483127
lowerLegRight;0.463266
forearmLeft;0.289679
upperarmLeft;0.319752
shoulderHalfLeft;0.136704
neck;0.0829261
shoulderHalfRight;0.182478
upperarmRight;0.265383
forearmRight;0.314987
shoulder;0.255075
upperBody;0.258555
hip;0.115025
lowerBody;0.359993
body;0.618509
lowerLegLeft;0.337623
upperLegLeft;0.500109
upperLegRight;0.483125
lowerLegRight;0.463329
forearmLeft;0.28998
upperarmLeft;0.320313
shoulderHalfLeft;0.136882
neck;0.0829481
shoulderHalfRight;0.182969
upperarmRight;0.265349
forearmRight;0.315022
shoulder;0.254949
upperBody;0.25862
hip;0.115031
lowerBody;0.360055
body;0.618638
lowerLegLeft;0.338292
upperLegLeft;0.49955
upperLegRight;0.482962
lowerLegRight;0.46347
forearmLeft;0.290019
upperarmLeft;0.319823
shoulderHalfLeft;0.136905
neck;0.0829596
shoulderHalfRight;0.183215
upperarmRight;0.265311
forearmRight;0.314989
shoulder;0.255078
upperBody;0.258649
hip;0.115075
lowerBody;0.360086
body;0.618697
lowerLegLeft;0.33813
upperLegLeft;0.4996
upperLegRight;0.483116
lowerLegRight;0.463328
forearmLeft;0.290132
upperarmLeft;0.32047
shoulderHalfLeft;0.137161
neck;0.0828932
shoulderHalfRight;0.182249
upperarmRight;0.265321
forearmRight;0.314884
shoulder;0.255121
upperBody;0.258502
hip;0.115089
lowerBody;0.360022
body;0.618481
lowerLegLeft;0.338608
upperLegLeft;0.499014
upperLegRight;0.483086
lowerLegRight;0.463258
forearmLeft;0.290253
upperarmLeft;0.321158
shoulderHalfLeft;0.137378
neck;0.0828739
shoulderHalfRight;0.181772
upperarmRight;0.265519
forearmRight;0.314647
shoulder;0.255187
upperBody;0.25846
hip;0.115086
lowerBody;0.360004
body;0.618417
lowerLegLeft;0.338119
upperLegLeft;0.498832
upperLegRight;0.483066
lowerLegRight;0.462568
forearmLeft;0.290306
upperarmLeft;0.32065
shoulderHalfLeft;0.137068
neck;0.0828725
shoulderHalfRight;0.182072
upperarmRight;0.265866
forearmRight;0.31403
shoulder;0.25504
upperBody;0.258457
hip;0.115092
lowerBody;0.360005
body;0.618417
lowerLegLeft;0.337936
upperLegLeft;0.498999
upperLegRight;0.482954
lowerLegRight;0.46265
forearmLeft;0.289599
upperarmLeft;0.323645
shoulderHalfLeft;0.136769
neck;0.0828665
shoulderHalfRight;0.182559
upperarmRight;0.265762
forearmRight;0.314166
shoulder;0.253119
upperBody;0.25845
hip;0.115007
lowerBody;0.360005
body;0.618412
lowerLegLeft;0.336614
upperLegLeft;0.499109
upperLegRight;0.482918
lowerLegRight;0.461093
forearmLeft;0.290005
upperarmLeft;0.324761
shoulderHalfLeft;0.136686
neck;0.0829212
shoulderHalfRight;0.182564
upperarmRight;0.266837
forearmRight;0.311375
shoulder;0.25106
upperBody;0.258582
hip;0.115235
lowerBody;0.360229
body;0.61877
lowerLegLeft;0.338495
upperLegLeft;0.497827
upperLegRight;0.482924
lowerLegRight;0.461602
forearmLeft;0.291019
upperarmLeft;0.329915
shoulderHalfLeft;0.129187
neck;0.0830056
shoulderHalfRight;0.17854
upperarmRight;0.26776
forearmRight;0.309488
shoulder;0.235425
upperBody;0.258854
hip;0.114236
lowerBody;0.360663
body;0.619475
lowerLegLeft;0.340033
upperLegLeft;0.494923
upperLegRight;0.480876
lowerLegRight;0.462308
forearmLeft;0.290203
upperarmLeft;0.328855
shoulderHalfLeft;0.130101
neck;0.0829064
shoulderHalfRight;0.173122
upperarmRight;0.270538
forearmRight;0.310694
shoulder;0.232338
upperBody;0.258553
hip;0.113643
lowerBody;0.360244
body;0.618756
lowerLegLeft;0.34588
upperLegLeft;0.494502
upperLegRight;0.47984
lowerLegRight;0.465767
forearmLeft;0.28999
upperarmLeft;0.327377
shoulderHalfLeft;0.129919
neck;0.0829124
shoulderHalfRight;0.170029
upperarmRight;0.270883
forearmRight;0.308548
shoulder;0.228853
upperBody;0.258569
hip;0.11469
lowerBody;0.360253
body;0.618781
lowerLegLeft;0.349408
upperLegLeft;0.494866
upperLegRight;0.479185
lowerLegRight;0.472059
forearmLeft;0.287598
upperarmLeft;0.32796
shoulderHalfLeft;0.127553
neck;0.0828024
shoulderHalfRight;0.17552
upperarmRight;0.268575
forearmRight;0.31212
shoulder;0.231397
upperBody;0.258182
hip;0.114213
lowerBody;0.359463
body;0.617602
lowerLegLeft;0.349053
upperLegLeft;0.497498
upperLegRight;0.477883
lowerLegRight;0.473249
forearmLeft;0.288992
upperarmLeft;0.32721
shoulderHalfLeft;0.126698
neck;0.0826703
shoulderHalfRight;0.183534
upperarmRight;0.268527
forearmRight;0.311466
shoulder;0.241778
upperBody;0.257759
hip;0.113825
lowerBody;0.358913
body;0.61663
lowerLegLeft;0.351322
upperLegLeft;0.498219
upperLegRight;0.478375
lowerLegRight;0.475875
forearmLeft;0.289322
upperarmLeft;0.324589
shoulderHalfLeft;0.130675
neck;0.082639
shoulderHalfRight;0.183564
upperarmRight;0.268789
forearmRight;0.311555
shoulder;0.249869
upperBody;0.257706
hip;0.114066
lowerBody;0.358961
body;0.616623
lowerLegLeft;0.352334
upperLegLeft;0.498289
upperLegRight;0.47868
lowerLegRight;0.477422
forearmLeft;0.289027
upperarmLeft;0.323091
shoulderHalfLeft;0.135281
neck;0.0826658
shoulderHalfRight;0.177348
upperarmRight;0.269716
forearmRight;0.310759
shoulder;0.250559
upperBody;0.257774
hip;0.114239
lowerBody;0.359041
body;0.616771
lowerLegLeft;0.35522
upperLegLeft;0.495074
upperLegRight;0.47678
lowerLegRight;0.478887
forearmLeft;0.289184
upperarmLeft;0.322095
shoulderHalfLeft;0.136141
neck;0.0825118
shoulderHalfRight;0.174702
upperarmRight;0.269728
forearmRight;0.312115
shoulder;0.250132
upperBody;0.257255
hip;0.114429
lowerBody;0.35824
body;0.615452
lowerLegLeft;0.3573
upperLegLeft;0.496039
upperLegRight;0.476681
lowerLegRight;0.481908
forearmLeft;0.288078
upperarmLeft;0.321393
shoulderHalfLeft;0.136661
neck;0.0825069
shoulderHalfRight;0.174687
upperarmRight;0.269304
forearmRight;0.313196
shoulder;0.251662
upperBody;0.257247
hip;0.114397
lowerBody;0.358261
body;0.615467
lowerLegLeft;0.354091
upperLegLeft;0.495326
upperLegRight;0.475883
lowerLegRight;0.478537
forearmLeft;0.287121
upperarmLeft;0.320779
shoulderHalfLeft;0.133996
neck;0.0825079
shoulderHalfRight;0.173459
upperarmRight;0.269634
forearmRight;0.316666
shoulder;0.248527
upperBody;0.257255
hip;0.114651
lowerBody;0.358287
body;0.615499
lowerLegLeft;0.355333
upperLegLeft;0.494185
upperLegRight;0.476193
lowerLegRight;0.479608
forearmLeft;0.287467
upperarmLeft;0.324119
shoulderHalfLeft;0.12987
neck;0.0824775
shoulderHalfRight;0.173354
upperarmRight;0.269557
forearmRight;0.316387
shoulder;0.242794
upperBody;0.257164
hip;0.114558
lowerBody;0.358176
body;0.615298
lowerLegLeft;0.352705
upperLegLeft;0.494598
upperLegRight;0.476238
lowerLegRight;0.476961
forearmLeft;0.28767
upperarmLeft;0.323368
shoulderHalfLeft;0.129889
neck;0.082475
shoulderHalfRight;0.173221
upperarmRight;0.269474
forearmRight;0.316955
shoulder;0.243018
upperBody;0.257163
hip;0.114532
lowerBody;0.358186
body;0.615307
lowerLegLeft;0.353848
upperLegLeft;0.494662
upperLegRight;0.477106
lowerLegRight;0.478149
forearmLeft;0.287739
upperarmLeft;0.322573
shoulderHalfLeft;0.130475
neck;0.0824735
shoulderHalfRight;0.172294
upperarmRight;0.269314
forearmRight;0.316849
shoulder;0.242926
upperBody;0.257165
hip;0.114489
lowerBody;0.358201
body;0.615324
lowerLegLeft;0.354985
upperLegLeft;0.494621
upperLegRight;0.47654
lowerLegRight;0.479758
forearmLeft;0.287681
upperarmLeft;0.322009
shoulderHalfLeft;0.130574
neck;0.0824763
shoulderHalfRight;0.172076
upperarmRight;0.269476
forearmRight;0.316991
shoulder;0.242789
upperBody;0.257178
hip;0.114691
lowerBody;0.358229
body;0.615365
lowerLegLeft;0.354533
upperLegLeft;0.494217
upperLegRight;0.476328
lowerLegRight;0.478937
forearmLeft;0.287228
upperarmLeft;0.32186
shoulderHalfLeft;0.131174
neck;0.0824815
shoulderHalfRight;0.17149
upperarmRight;0.269691
forearmRight;0.316835
shoulder;0.242891
upperBody;0.257197
hip;0.114698
lowerBody;0.358259
body;0.615414
lowerLegLeft;0.355636
upperLegLeft;0.494037
upperLegRight;0.476312
lowerLegRight;0.47962
forearmLeft;0.287172
upperarmLeft;0.321562
shoulderHalfLeft;0.131611
neck;0.0824681
shoulderHalfRight;0.170873
upperarmRight;0.269764
forearmRight;0.316408
shoulder;0.242943
upperBody;0.257163
hip;0.114679
lowerBody;0.35823
body;0.615351
lowerLegLeft;0.354892
upperLegLeft;0.494057
upperLegRight;0.476178
lowerLegRight;0.478873
forearmLeft;0.287361
upperarmLeft;0.320799
shoulderHalfLeft;0.132904
neck;0.0824598
shoulderHalfRight;0.170422
upperarmRight;0.269737
forearmRight;0.316312
shoulder;0.244517
upperBody;0.257145
hip;0.114622
lowerBody;0.358219
body;0.615321
lowerLegLeft;0.35258
upperLegLeft;0.493856
upperLegRight;0.476072
lowerLegRight;0.476617
forearmLeft;0.286762
upperarmLeft;0.320404
shoulderHalfLeft;0.132873
neck;0.0824573
shoulderHalfRight;0.170873
upperarmRight;0.269707
forearmRight;0.316464
shoulder;0.24487
upperBody;0.25714
hip;0.114621
lowerBody;0.358224
body;0.615321
lowerLegLeft;0.355671
upperLegLeft;0.494012
upperLegRight;0.476144
lowerLegRight;0.479385
forearmLeft;0.28666
upperarmLeft;0.320115
shoulderHalfLeft;0.132796
neck;0.0824542
shoulderHalfRight;0.170886
upperarmRight;0.26981
forearmRight;0.316304
shoulder;0.244933
upperBody;0.257131
hip;0.114798
lowerBody;0.358215
body;0.615303
lowerLegLeft;0.354889
upperLegLeft;0.493908
upperLegRight;0.476155
lowerLegRight;0.47861
forearmLeft;0.286713
upperarmLeft;0.319737
shoulderHalfLeft;0.132843
neck;0.0824567
shoulderHalfRight;0.170888
upperarmRight;0.269714
forearmRight;0.317894
shoulder;0.244954
upperBody;0.25715
hip;0.114891
lowerBody;0.358267
body;0.615373
lowerLegLeft;0.354111
upperLegLeft;0.495122
upperLegRight;0.475992
lowerLegRight;0.479156
forearmLeft;0.286663
upperarmLeft;0.319455
shoulderHalfLeft;0.133825
neck;0.0824959
shoulderHalfRight;0.170729
upperarmRight;0.269675
forearmRight;0.317848
shoulder;0.246345
upperBody;0.257243
hip;0.114842
lowerBody;0.358339
body;0.615538
lowerLegLeft;0.353246
upperLegLeft;0.494818
upperLegRight;0.476273
lowerLegRight;0.477919
forearmLeft;0.286254
upperarmLeft;0.319599
shoulderHalfLeft;0.133765
neck;0.0824967
shoulderHalfRight;0.170711
upperarmRight;0.269505
forearmRight;0.317751
shoulder;0.246013
upperBody;0.257257
hip;0.114959
lowerBody;0.358371
body;0.615584
lowerLegLeft;0.35494
upperLegLeft;0.494828
upperLegRight;0.476152
lowerLegRight;0.479476
forearmLeft;0.286616
upperarmLeft;0.319408
shoulderHalfLeft;0.133426
neck;0.0824954
shoulderHalfRight;0.170974
upperarmRight;0.269375
forearmRight;0.317746
shoulder;0.24604
upperBody;0.257245
hip;0.114916
lowerBody;0.358349
body;0.61555
lowerLegLeft;0.353945
upperLegLeft;0.494779
upperLegRight;0.47618
lowerLegRight;0.478519
forearmLeft;0.286663
upperarmLeft;0.319205
shoulderHalfLeft;0.134154
neck;0.0824311
shoulderHalfRight;0.170489
upperarmRight;0.269146
forearmRight;0.317818
shoulder;0.247428
upperBody;0.257083
hip;0.114874
lowerBody;0.358237
body;0.615274
lowerLegLeft;0.353472
upperLegLeft;0.494781
upperLegRight;0.476256
lowerLegRight;0.478012
forearmLeft;0.286711
upperarmLeft;0.319072
shoulderHalfLeft;0.134036
neck;0.082429
shoulderHalfRight;0.170651
upperarmRight;0.269009
forearmRight;0.317855
shoulder;0.247226
upperBody;0.257089
hip;0.114887
lowerBody;0.358247
body;0.615289
lowerLegLeft;0.354048
upperLegLeft;0.495411
upperLegRight;0.476291
lowerLegRight;0.479174
forearmLeft;0.286687
upperarmLeft;0.319195
shoulderHalfLeft;0.133879
neck;0.0824427
shoulderHalfRight;0.170362
upperarmRight;0.26905
forearmRight;0.317648
shoulder;0.246902
upperBody;0.257124
hip;0.114912
lowerBody;0.358269
body;0.615347
lowerLegLeft;0.354568
upperLegLeft;0.495374
upperLegRight;0.476171
lowerLegRight;0.479619
forearmLeft;0.286801
upperarmLeft;0.318979
shoulderHalfLeft;0.133835
neck;0.0824319
shoulderHalfRight;0.17011
upperarmRight;0.269056
forearmRight;0.317521
shoulder;0.246778
upperBody;0.257083
hip;0.114921
lowerBody;0.358206
body;0.615244
lowerLegLeft;0.355454
upperLegLeft;0.495129
upperLegRight;0.475716
lowerLegRight;0.480708
forearmLeft;0.287338
upperarmLeft;0.319361
shoulderHalfLeft;0.134423
neck;0.0824327
shoulderHalfRight;0.170263
upperarmRight;0.269256
forearmRight;0.317506
shoulder;0.247448
upperBody;0.257071
hip;0.114844
lowerBody;0.358187
body;0.615211
lowerLegLeft;0.356299
upperLegLeft;0.49479
upperLegRight;0.475775
lowerLegRight;0.481142
forearmLeft;0.287191
upperarmLeft;0.319662
shoulderHalfLeft;0.134894
neck;0.082433
shoulderHalfRight;0.170352
upperarmRight;0.26936
forearmRight;0.317445
shoulder;0.247837
upperBody;0.257068
hip;0.114768
lowerBody;0.358197
body;0.615219
lowerLegLeft;0.357551
upperLegLeft;0.49512
upperLegRight;0.475727
lowerLegRight;0.482556
forearmLeft;0.287121
upperarmLeft;0.319391
shoulderHalfLeft;0.135215
neck;0.0824376
shoulderHalfRight;0.170605
upperarmRight;0.269443
forearmRight;0.317597
shoulder;0.248635
upperBody;0.257059
hip;0.114628
lowerBody;0.358184
body;0.615196
lowerLegLeft;0.357162
upperLegLeft;0.495687
upperLegRight;0.475693
lowerLegRight;0.482725
forearmLeft;0.286916
upperarmLeft;0.319274
shoulderHalfLeft;0.135436
neck;0.0824375
shoulderHalfRight;0.170801
upperarmRight;0.269336
forearmRight;0.317584
shoulder;0.249215
upperBody;0.257042
hip;0.114603
lowerBody;0.35815
body;0.615145
lowerLegLeft;0.357439
upperLegLeft;0.49581
upperLegRight;0.475807
lowerLegRight;0.482977
forearmLeft;0.286832
upperarmLeft;0.321889
shoulderHalfLeft;0.133275
neck;0.0824228
shoulderHalfRight;0.170383
upperarmRight;0.269796
forearmRight;0.317162
shoulder;0.245961
upperBody;0.257004
hip;0.114478
lowerBody;0.358117
body;0.615073
lowerLegLeft;0.358139
upperLegLeft;0.495419
upperLegRight;0.475897
lowerLegRight;0.483318
forearmLeft;0.286896
upperarmLeft;0.321531
shoulderHalfLeft;0.133254
neck;0.0824272
shoulderHalfRight;0.170481
upperarmRight;0.26978
forearmRight;0.317292
shoulder;0.245809
upperBody;0.257029
hip;0.114531
lowerBody;0.358213
body;0.615195
lowerLegLeft;0.357459
upperLegLeft;0.496008
upperLegRight;0.475828
lowerLegRight;0.483402
forearmLeft;0.287094
upperarmLeft;0.321043
shoulderHalfLeft;0.133921
neck;0.0824332
shoulderHalfRight;0.170641
upperarmRight;0.269788
forearmRight;0.317371
shoulder;0.247014
upperBody;0.257037
hip;0.11446
lowerBody;0.358234
body;0.615222
lowerLegLeft;0.356644
upperLegLeft;0.496256
upperLegRight;0.475775
lowerLegRight;0.483035
forearmLeft;0.287079
upperarmLeft;0.320422
shoulderHalfLeft;0.134445
neck;0.0824362
shoulderHalfRight;0.170834
upperarmRight;0.269761
forearmRight;0.317763
shoulder;0.248092
upperBody;0.257041
hip;0.114444
lowerBody;0.358246
body;0.615238
lowerLegLeft;0.356757
upperLegLeft;0.496864
upperLegRight;0.475754
lowerLegRight;0.483693
forearmLeft;0.286905
upperarmLeft;0.320617
shoulderHalfLeft;0.134379
neck;0.0824375
shoulderHalfRight;0.170915
upperarmRight;0.269833
forearmRight;0.317646
shoulder;0.248033
upperBody;0.257033
hip;0.114482
lowerBody;0.358255
body;0.61524
lowerLegLeft;0.357753
upperLegLeft;0.496666
upperLegRight;0.475889
lowerLegRight;0.484301
forearmLeft;0.286941
upperarmLeft;0.32018
shoulderHalfLeft;0.134885
neck;0.0824404
shoulderHalfRight;0.171072
upperarmRight;0.269892
forearmRight;0.317655
shoulder;0.248898
upperBody;0.257025
hip;0.11448
lowerBody;0.358238
body;0.615215
lowerLegLeft;0.358694
upperLegLeft;0.496466
upperLegRight;0.475966
lowerLegRight;0.484942
forearmLeft;0.287519
upperarmLeft;0.319906
shoulderHalfLeft;0.134575
neck;0.0824445
shoulderHalfRight;0.171129
upperarmRight;0.269858
forearmRight;0.317626
shoulder;0.24828
upperBody;0.257031
hip;0.114445
lowerBody;0.358257
body;0.615238
lowerLegLeft;0.359313
upperLegLeft;0.495892
upperLegRight;0.475941
lowerLegRight;0.484979
forearmLeft;0.287273
upperarmLeft;0.319825
shoulderHalfLeft;0.134948
neck;0.0824417
shoulderHalfRight;0.171224
upperarmRight;0.269865
forearmRight;0.317587
shoulder;0.248965
upperBody;0.257026
hip;0.114466
lowerBody;0.358248
body;0.615225
lowerLegLeft;0.357124
upperLegLeft;0.496081
upperLegRight;0.476013
lowerLegRight;0.48315
forearmLeft;0.287091
upperarmLeft;0.320025
shoulderHalfLeft;0.134584
neck;0.0824448
shoulderHalfRight;0.171357
upperarmRight;0.2698
forearmRight;0.317521
shoulder;0.248495
upperBody;0.257045
hip;0.114482
lowerBody;0.358283
body;0.61528
lowerLegLeft;0.357721
upperLegLeft;0.495864
upperLegRight;0.47612
lowerLegRight;0.483479
forearmLeft;0.286986
upperarmLeft;0.319847
shoulderHalfLeft;0.134919
neck;0.0824465
shoulderHalfRight;0.171519
upperarmRight;0.2697
forearmRight;0.317457
shoulder;0.249079
upperBody;0.257048
hip;0.114503
lowerBody;0.358299
body;0.615299
lowerLegLeft;0.357987
upperLegLeft;0.496076
upperLegRight;0.476089
lowerLegRight;0.483998
forearmLeft;0.287024
upperarmLeft;0.319861
shoulderHalfLeft;0.134633
neck;0.0824482
shoulderHalfRight;0.171587
upperarmRight;0.269797
forearmRight;0.317359
shoulder;0.248911
upperBody;0.257052
hip;0.114519
lowerBody;0.358304
body;0.615307
lowerLegLeft;0.358529
upperLegLeft;0.495533
upperLegRight;0.47617
lowerLegRight;0.483978
forearmLeft;0.286968
upperarmLeft;0.32232
shoulderHalfLeft;0.133092
neck;0.0824761
shoulderHalfRight;0.173233
upperarmRight;0.268862
forearmRight;0.317038
shoulder;0.246759
upperBody;0.257127
hip;0.114557
lowerBody;0.358339
body;0.615417
lowerLegLeft;0.359146
upperLegLeft;0.49511
upperLegRight;0.476146
lowerLegRight;0.484154
forearmLeft;0.287008
upperarmLeft;0.324242
shoulderHalfLeft;0.132032
neck;0.0824787
shoulderHalfRight;0.174276
upperarmRight;0.268206
forearmRight;0.316968
shoulder;0.245821
upperBody;0.257138
hip;0.114552
lowerBody;0.358341
body;0.61543
lowerLegLeft;0.359086
upperLegLeft;0.495158
upperLegRight;0.476049
lowerLegRight;0.484099
forearmLeft;0.286946
upperarmLeft;0.323781
shoulderHalfLeft;0.132012
neck;0.0824876
shoulderHalfRight;0.174165
upperarmRight;0.268324
forearmRight;0.316917
shoulder;0.245963
upperBody;0.257151
hip;0.11456
lowerBody;0.358334
body;0.615436
lowerLegLeft;0.35913
upperLegLeft;0.495183
upperLegRight;0.476071
lowerLegRight;0.484167
forearmLeft;0.286792
upperarmLeft;0.322832
shoulderHalfLeft;0.133113
neck;0.082493
shoulderHalfRight;0.174125
upperarmRight;0.268454
forearmRight;0.31798
shoulder;0.248079
upperBody;0.257158
hip;0.114546
lowerBody;0.35833
body;0.615439
lowerLegLeft;0.359188
upperLegLeft;0.495194
upperLegRight;0.476049
lowerLegRight;0.484302
forearmLeft;0.286747
upperarmLeft;0.32193
shoulderHalfLeft;0.134124
neck;0.082493
shoulderHalfRight;0.174008
upperarmRight;0.26816
forearmRight;0.318272
shoulder;0.2495
upperBody;0.257159
hip;0.114552
lowerBody;0.35833
body;0.61544
lowerLegLeft;0.359376
upperLegLeft;0.495199
upperLegRight;0.476608
lowerLegRight;0.484279
forearmLeft;0.286722
upperarmLeft;0.321234
shoulderHalfLeft;0.134963
neck;0.08252
shoulderHalfRight;0.173765
upperarmRight;0.268343
forearmRight;0.318179
shoulder;0.250652
upperBody;0.25724
hip;0.114566
lowerBody;0.358404
body;0.615595
lowerLegLeft;0.355838
upperLegLeft;0.494825
upperLegRight;0.476565
lowerLegRight;0.48094
forearmLeft;0.286725
upperarmLeft;0.320778
shoulderHalfLeft;0.135382
neck;0.0825257
shoulderHalfRight;0.173801
upperarmRight;0.268529
forearmRight;0.317943
shoulder;0.25128
upperBody;0.25725
hip;0.114572
lowerBody;0.358429
body;0.61563
lowerLegLeft;0.356411
upperLegLeft;0.494983
upperLegRight;0.476449
lowerLegRight;0.481802
forearmLeft;0.286733
upperarmLeft;0.320606
shoulderHalfLeft;0.135615
neck;0.0825228
shoulderHalfRight;0.17378
upperarmRight;0.268549
forearmRight;0.317889
shoulder;0.251679
upperBody;0.257245
hip;0.114576
lowerBody;0.358412
body;0.615607
lowerLegLeft;0.353534
upperLegLeft;0.49601
upperLegRight;0.476546
lowerLegRight;0.480017
forearmLeft;0.286871
upperarmLeft;0.32035
shoulderHalfLeft;0.135638
neck;0.0825247
shoulderHalfRight;0.173731
upperarmRight;0.268461
forearmRight;0.317817
shoulder;0.251566
upperBody;0.257267
hip;0.114646
lowerBody;0.358462
body;0.615679
lowerLegLeft;0.35245
upperLegLeft;0.495859
upperLegRight;0.476289
lowerLegRight;0.478983
forearmLeft;0.28697
