property;value
shoulderHalfLeft;0.130985
neck;0.0818836
shoulderHalfRight;0.177278
upperarmRight;0.268063
forearmRight;0.317037
shoulder;0.254946
upperBody;0.255359
hip;0.115145
lowerBody;0.356327
body;0.611639
lowerLegLeft;0.352727
upperLegLeft;0.497234
upperLegRight;0.476474
lowerLegRight;0.480059
forearmLeft;0.293113
upperarmLeft;0.322515
shoulderHalfLeft;0.13138
neck;0.081827
shoulderHalfRight;0.17737
upperarmRight;0.267912
forearmRight;0.317309
shoulder;0.254937
upperBody;0.255239
hip;0.115119
lowerBody;0.356237
body;0.611437
lowerLegLeft;0.354812
upperLegLeft;0.496431
upperLegRight;0.476465
lowerLegRight;0.481224
forearmLeft;0.29309
upperarmLeft;0.32251
shoulderHalfLeft;0.131307
neck;0.0818542
shoulderHalfRight;0.176805
upperarmRight;0.267936
forearmRight;0.318013
shoulder;0.254932
upperBody;0.255266
hip;0.115123
lowerBody;0.35621
body;0.611432
lowerLegLeft;0.353707
upperLegLeft;0.496818
upperLegRight;0.476888
lowerLegRight;0.48026
forearmLeft;0.292613
upperarmLeft;0.321159
shoulderHalfLeft;0.132218
neck;0.0818823
shoulderHalfRight;0.176448
upperarmRight;0.267957
forearmRight;0.317859
shoulder;0.256799
upperBody;0.255302
hip;0.115097
lowerBody;0.35614
body;0.611395
lowerLegLeft;0.355267
upperLegLeft;0.496685
upperLegRight;0.476879
lowerLegRight;0.481569
forearmLeft;0.291877
upperarmLeft;0.320942
shoulderHalfLeft;0.132245
neck;0.0819315
shoulderHalfRight;0.176839
upperarmRight;0.26784
forearmRight;0.317711
shoulder;0.256955
upperBody;0.255412
hip;0.115116
lowerBody;0.356205
body;0.61157
lowerLegLeft;0.357229
upperLegLeft;0.496949
upperLegRight;0.476802
lowerLegRight;0.483401
forearmLeft;0.291855
upperarmLeft;0.320681
shoulderHalfLeft;0.132391
neck;0.0818824
shoulderHalfRight;0.176322
upperarmRight;0.267966
forearmRight;0.317956
shoulder;0.257177
upperBody;0.255294
hip;0.115132
lowerBody;0.356119
body;0.611364
lowerLegLeft;0.356647
upperLegLeft;0.497268
upperLegRight;0.476917
lowerLegRight;0.483111
forearmLeft;0.291847
upperarmLeft;0.320725
shoulderHalfLeft;0.131952
neck;0.0817394
shoulderHalfRight;0.17686
upperarmRight;0.268068
forearmRight;0.318293
shoulder;0.257131
upperBody;0.254994
hip;0.115131
lowerBody;0.355956
body;0.610907
lowerLegLeft;0.355095
upperLegLeft;0.497534
upperLegRight;0.47701
lowerLegRight;0.481917
forearmLeft;0.291897
upperarmLeft;0.320708
shoulderHalfLeft;0.131893
neck;0.0818041
shoulderHalfRight;0.177237
upperarmRight;0.267973
forearmRight;0.318237
shoulder;0.257186
upperBody;0.255115
hip;0.115149
lowerBody;0.356011
body;0.611083
lowerLegLeft;0.355352
upperLegLeft;0.497124
upperLegRight;0.477036
lowerLegRight;0.481754
forearmLeft;0.291878
upperarmLeft;0.320539
shoulderHalfLeft;0.132368
neck;0.081855
shoulderHalfRight;0.177107
upperarmRight;0.267992
forearmRight;0.318272
shoulder;0.257356
upperBody;0.255215
hip;0.115164
lowerBody;0.356039
body;0.611214
lowerLegLeft;0.354453
upperLegLeft;0.496989
upperLegRight;0.477011
lowerLegRight;0.480871
forearmLeft;0.291885
upperarmLeft;0.320265
shoulderHalfLeft;0.132721
neck;0.0819066
shoulderHalfRight;0.176875
upperarmRight;0.268107
forearmRight;0.319303
shoulder;0.256905
upperBody;0.25532
hip;0.115178
lowerBody;0.356079
body;0.611361
lowerLegLeft;0.354333
upperLegLeft;0.496976
upperLegRight;0.477063
lowerLegRight;0.480716
forearmLeft;0.292025
upperarmLeft;0.319677
shoulderHalfLeft;0.133064
neck;0.0819374
shoulderHalfRight;0.176702
upperarmRight;0.268229
forearmRight;0.319257
shoulder;0.256866
upperBody;0.255384
hip;0.115191
lowerBody;0.356124
body;0.61147
lowerLegLeft;0.353909
upperLegLeft;0.496969
upperLegRight;0.477014
lowerLegRight;0.480367
forearmLeft;0.291929
upperarmLeft;0.319695
shoulderHalfLeft;0.133237
neck;0.0819198
shoulderHalfRight;0.176574
upperarmRight;0.268097
forearmRight;0.318783
shoulder;0.257153
upperBody;0.255347
hip;0.11519
lowerBody;0.356093
body;0.6114
lowerLegLeft;0.353807
upperLegLeft;0.496978
upperLegRight;0.477077
lowerLegRight;0.480282
forearmLeft;0.29171
upperarmLeft;0.319954
shoulderHalfLeft;0.133204
neck;0.0819263
shoulderHalfRight;0.176363
upperarmRight;0.268075
forearmRight;0.31914
shoulder;0.257047
upperBody;0.255362
hip;0.115192
lowerBody;0.356088
body;0.611409
lowerLegLeft;0.353872
upperLegLeft;0.496881
upperLegRight;0.477078
lowerLegRight;0.480231
forearmLeft;0.291637
upperarmLeft;0.319746
shoulderHalfLeft;0.13342
neck;0.0819259
shoulderHalfRight;0.176551
upperarmRight;0.268007
forearmRight;0.319263
shoulder;0.25755
upperBody;0.255364
hip;0.115242
lowerBody;0.356083
body;0.611405
lowerLegLeft;0.35281
upperLegLeft;0.498016
upperLegRight;0.476992
lowerLegRight;0.480249
forearmLeft;0.291598
upperarmLeft;0.319661
shoulderHalfLeft;0.134009
neck;0.0819732
shoulderHalfRight;0.17635
upperarmRight;0.26813
forearmRight;0.317152
shoulder;0.257719
upperBody;0.255495
hip;0.115248
lowerBody;0.35614
body;0.611597
lowerLegLeft;0.353235
upperLegLeft;0.497536
upperLegRight;0.476996
lowerLegRight;0.4802
forearmLeft;0.291606
upperarmLeft;0.319727
shoulderHalfLeft;0.134061
neck;0.0819794
shoulderHalfRight;0.17613
upperarmRight;0.268086
forearmRight;0.317227
shoulder;0.257599
upperBody;0.255515
hip;0.11523
lowerBody;0.35615
body;0.611628
lowerLegLeft;0.354559
upperLegLeft;0.497889
upperLegRight;0.477044
lowerLegRight;0.481598
forearmLeft;0.291674
upperarmLeft;0.319171
shoulderHalfLeft;0.13419
neck;0.0819713
shoulderHalfRight;0.175938
upperarmRight;0.268016
forearmRight;0.317138
shoulder;0.258006
upperBody;0.255501
hip;0.115237
lowerBody;0.356133
body;0.611595
lowerLegLeft;0.351164
upperLegLeft;0.49734
upperLegRight;0.476981
lowerLegRight;0.47815
forearmLeft;0.29189
upperarmLeft;0.319397
shoulderHalfLeft;0.134224
neck;0.0819676
shoulderHalfRight;0.175967
upperarmRight;0.267905
forearmRight;0.317183
shoulder;0.257902
upperBody;0.255504
hip;0.115225
lowerBody;0.356126
body;0.611591
lowerLegLeft;0.351295
upperLegLeft;0.497196
upperLegRight;0.477085
lowerLegRight;0.47806
forearmLeft;0.291688
upperarmLeft;0.319442
shoulderHalfLeft;0.133875
neck;0.0818361
shoulderHalfRight;0.176332
upperarmRight;0.267965
forearmRight;0.3171
shoulder;0.25803
upperBody;0.255238
hip;0.115235
lowerBody;0.356006
body;0.611208
lowerLegLeft;0.353034
upperLegLeft;0.496502
upperLegRight;0.47706
lowerLegRight;0.479105
forearmLeft;0.29154
upperarmLeft;0.31926
shoulderHalfLeft;0.133571
neck;0.081826
shoulderHalfRight;0.176046
upperarmRight;0.268093
forearmRight;0.316968
shoulder;0.257613
upperBody;0.255191
hip;0.115278
lowerBody;0.355949
body;0.611101
lowerLegLeft;0.352256
upperLegLeft;0.49719
upperLegRight;0.476923
lowerLegRight;0.479006
forearmLeft;0.291508
upperarmLeft;0.31916
shoulderHalfLeft;0.133879
neck;0.0818503
shoulderHalfRight;0.17593
upperarmRight;0.26818
forearmRight;0.316762
shoulder;0.257816
upperBody;0.25526
hip;0.115292
lowerBody;0.355954
body;0.611175
lowerLegLeft;0.352544
upperLegLeft;0.497421
upperLegRight;0.476988
lowerLegRight;0.47957
forearmLeft;0.291489
upperarmLeft;0.319409
shoulderHalfLeft;0.133662
neck;0.0818365
shoulderHalfRight;0.176176
upperarmRight;0.268039
forearmRight;0.316557
shoulder;0.258071
upperBody;0.255218
hip;0.11538
lowerBody;0.355913
body;0.61109
lowerLegLeft;0.352534
upperLegLeft;0.497203
upperLegRight;0.476945
lowerLegRight;0.479418
forearmLeft;0.291323
upperarmLeft;0.319527
shoulderHalfLeft;0.13374
neck;0.0819422
shoulderHalfRight;0.176351
upperarmRight;0.268072
forearmRight;0.316471
shoulder;0.258103
upperBody;0.255428
hip;0.115383
lowerBody;0.355983
body;0.611369
lowerLegLeft;0.353074
upperLegLeft;0.497526
upperLegRight;0.476932
lowerLegRight;0.480379
forearmLeft;0.291383
upperarmLeft;0.319311
shoulderHalfLeft;0.133788
neck;0.0819282
shoulderHalfRight;0.176333
upperarmRight;0.267971
forearmRight;0.315916
shoulder;0.258171
upperBody;0.255396
hip;0.115352
lowerBody;0.355961
body;0.611315
lowerLegLeft;0.352893
upperLegLeft;0.497665
upperLegRight;0.476882
lowerLegRight;0.48034
forearmLeft;0.291149
upperarmLeft;0.319711
shoulderHalfLeft;0.134002
neck;0.081964
shoulderHalfRight;0.176423
upperarmRight;0.268047
forearmRight;0.315386
shoulder;0.258148
upperBody;0.255497
hip;0.115332
lowerBody;0.355992
body;0.611449
lowerLegLeft;0.352781
upperLegLeft;0.497701
upperLegRight;0.476916
lowerLegRight;0.480262
forearmLeft;0.29123
upperarmLeft;0.31941
shoulderHalfLeft;0.134177
neck;0.0819314
shoulderHalfRight;0.175934
upperarmRight;0.268124
forearmRight;0.315213
shoulder;0.258367
upperBody;0.255424
hip;0.115333
lowerBody;0.355931
body;0.611314
lowerLegLeft;0.354241
upperLegLeft;0.497521
upperLegRight;0.476916
lowerLegRight;0.481451
forearmLeft;0.291274
upperarmLeft;0.31918
shoulderHalfLeft;0.134492
neck;0.0819531
shoulderHalfRight;0.176348
upperarmRight;0.26779
forearmRight;0.315013
shoulder;0.258768
upperBody;0.255485
hip;0.115336
lowerBody;0.355955
body;0.611402
lowerLegLeft;0.353511
upperLegLeft;0.497866
upperLegRight;0.476817
lowerLegRight;0.481215
forearmLeft;0.29128
upperarmLeft;0.31905
shoulderHalfLeft;0.134507
neck;0.0819544
shoulderHalfRight;0.176131
upperarmRight;0.267775
forearmRight;0.315056
shoulder;0.258773
upperBody;0.255477
hip;0.11522
lowerBody;0.355973
body;0.61141
lowerLegLeft;0.352849
upperLegLeft;0.498368
upperLegRight;0.476773
lowerLegRight;0.480994
forearmLeft;0.291175
upperarmLeft;0.31883
shoulderHalfLeft;0.134768
neck;0.0819881
shoulderHalfRight;0.17602
upperarmRight;0.26771
forearmRight;0.315285
shoulder;0.258821
upperBody;0.255564
hip;0.115223
lowerBody;0.356016
body;0.611541
lowerLegLeft;0.355995
upperLegLeft;0.498894
upperLegRight;0.476748
lowerLegRight;0.483973
forearmLeft;0.291273
upperarmLeft;0.318845
shoulderHalfLeft;0.134646
neck;0.0819337
shoulderHalfRight;0.175731
upperarmRight;0.267627
forearmRight;0.315521
shoulder;0.258824
upperBody;0.255455
hip;0.115228
lowerBody;0.355967
body;0.611379
lowerLegLeft;0.356357
upperLegLeft;0.498568
upperLegRight;0.476781
lowerLegRight;0.483985
forearmLeft;0.291381
upperarmLeft;0.318694
shoulderHalfLeft;0.134813
neck;0.0819446
shoulderHalfRight;0.175639
upperarmRight;0.267868
forearmRight;0.31561
shoulder;0.258813
upperBody;0.255488
hip;0.115194
lowerBody;0.355977
body;0.611424
lowerLegLeft;0.355818
upperLegLeft;0.498688
upperLegRight;0.476786
lowerLegRight;0.483597
forearmLeft;0.29108
upperarmLeft;0.318697
shoulderHalfLeft;0.134586
neck;0.0819162
shoulderHalfRight;0.175738
upperarmRight;0.268853
forearmRight;0.314512
shoulder;0.258961
upperBody;0.255411
hip;0.115218
lowerBody;0.355902
body;0.611271
lowerLegLeft;0.356202
upperLegLeft;0.498299
upperLegRight;0.476701
lowerLegRight;0.483665
forearmLeft;0.291043
upperarmLeft;0.318651
shoulderHalfLeft;0.134756
neck;0.0819353
shoulderHalfRight;0.175652
upperarmRight;0.268932
forearmRight;0.314508
shoulder;0.258957
upperBody;0.255465
hip;0.115221
lowerBody;0.355933
body;0.611357
lowerLegLeft;0.355742
upperLegLeft;0.498196
upperLegRight;0.476821
lowerLegRight;0.483063
forearmLeft;0.290532
upperarmLeft;0.318313
shoulderHalfLeft;0.134629
neck;0.0819406
shoulderHalfRight;0.174995
upperarmRight;0.268532
forearmRight;0.31411
shoulder;0.257707
upperBody;0.255466
hip;0.115203
lowerBody;0.355924
body;0.611347
lowerLegLeft;0.35669
upperLegLeft;0.498233
upperLegRight;0.477388
lowerLegRight;0.483783
forearmLeft;0.290622
upperarmLeft;0.318129
shoulderHalfLeft;0.134611
neck;0.0819136
shoulderHalfRight;0.17449
upperarmRight;0.268596
forearmRight;0.314743
shoulder;0.257665
upperBody;0.255394
hip;0.115184
lowerBody;0.355863
body;0.611213
lowerLegLeft;0.354518
upperLegLeft;0.497862
upperLegRight;0.477342
lowerLegRight;0.481558
forearmLeft;0.290608
upperarmLeft;0.318043
shoulderHalfLeft;0.134598
neck;0.0819074
shoulderHalfRight;0.174451
upperarmRight;0.268724
forearmRight;0.314994
shoulder;0.257883
upperBody;0.255379
hip;0.115216
lowerBody;0.355851
body;0.611185
lowerLegLeft;0.35411
upperLegLeft;0.498021
upperLegRight;0.47725
lowerLegRight;0.481391
forearmLeft;0.290785
upperarmLeft;0.317824
shoulderHalfLeft;0.134557
neck;0.0818951
shoulderHalfRight;0.174583
upperarmRight;0.26861
forearmRight;0.315034
shoulder;0.258125
upperBody;0.25535
hip;0.115183
lowerBody;0.355832
body;0.611135
lowerLegLeft;0.353589
upperLegLeft;0.498047
upperLegRight;0.477229
lowerLegRight;0.480914
forearmLeft;0.290402
upperarmLeft;0.318018
shoulderHalfLeft;0.134336
neck;0.0818692
shoulderHalfRight;0.174576
upperarmRight;0.268342
forearmRight;0.315267
shoulder;0.258257
upperBody;0.255279
hip;0.115161
lowerBody;0.35577
body;0.611001
lowerLegLeft;0.354693
upperLegLeft;0.49771
upperLegRight;0.477084
lowerLegRight;0.481887
forearmLeft;0.289988
upperarmLeft;0.317585
shoulderHalfLeft;0.134014
neck;0.0818553
shoulderHalfRight;0.174156
upperarmRight;0.26778
forearmRight;0.316041
shoulder;0.257956
upperBody;0.255233
hip;0.115164
lowerBody;0.3557
body;0.610885
lowerLegLeft;0.355425
upperLegLeft;0.49793
upperLegRight;0.477036
lowerLegRight;0.482758
forearmLeft;0.289938
upperarmLeft;0.317567
shoulderHalfLeft;0.134038
neck;0.0818502
shoulderHalfRight;0.174328
upperarmRight;0.267776
forearmRight;0.316287
shoulder;0.258175
upperBody;0.25522
hip;0.115156
lowerBody;0.355683
body;0.610854
lowerLegLeft;0.355044
upperLegLeft;0.498102
upperLegRight;0.477141
lowerLegRight;0.482501
forearmLeft;0.290369
upperarmLeft;0.317479
shoulderHalfLeft;0.134055
neck;0.0818499
shoulderHalfRight;0.174518
upperarmRight;0.267746
forearmRight;0.316375
shoulder;0.258414
upperBody;0.255218
hip;0.115157
lowerBody;0.355668
body;0.610838
lowerLegLeft;0.355291
upperLegLeft;0.498006
upperLegRight;0.477072
lowerLegRight;0.482687
forearmLeft;0.290326
upperarmLeft;0.317407
shoulderHalfLeft;0.133965
neck;0.0818301
shoulderHalfRight;0.174261
upperarmRight;0.267781
forearmRight;0.316372
shoulder;0.258473
upperBody;0.255161
hip;0.115141
lowerBody;0.355604
body;0.610717
lowerLegLeft;0.356896
upperLegLeft;0.497812
upperLegRight;0.47693
lowerLegRight;0.484114
forearmLeft;0.290522
upperarmLeft;0.317352
shoulderHalfLeft;0.133991
neck;0.081827
shoulderHalfRight;0.173972
upperarmRight;0.267837
forearmRight;0.316776
shoulder;0.258467
upperBody;0.255154
hip;0.115183
lowerBody;0.355594
body;0.610699
lowerLegLeft;0.358312
upperLegLeft;0.497137
upperLegRight;0.476939
lowerLegRight;0.484744
forearmLeft;0.290691
upperarmLeft;0.317676
shoulderHalfLeft;0.13418
neck;0.0818831
shoulderHalfRight;0.174016
upperarmRight;0.267718
forearmRight;0.316962
shoulder;0.258251
upperBody;0.25527
hip;0.115161
lowerBody;0.355634
body;0.610861
lowerLegLeft;0.356723
upperLegLeft;0.497604
upperLegRight;0.476907
lowerLegRight;0.483845
forearmLeft;0.291203
upperarmLeft;0.317654
shoulderHalfLeft;0.134221
neck;0.0818697
shoulderHalfRight;0.17406
upperarmRight;0.267769
forearmRight;0.316995
shoulder;0.25843
upperBody;0.255246
hip;0.115136
lowerBody;0.355612
body;0.610815
lowerLegLeft;0.35659
upperLegLeft;0.497886
upperLegRight;0.477078
lowerLegRight;0.483857
forearmLeft;0.291136
upperarmLeft;0.317568
shoulderHalfLeft;0.134277
neck;0.081865
shoulderHalfRight;0.173897
upperarmRight;0.267651
forearmRight;0.317111
shoulder;0.258564
upperBody;0.255238
hip;0.11512
lowerBody;0.355605
body;0.6108
lowerLegLeft;0.354723
upperLegLeft;0.498005
upperLegRight;0.477167
lowerLegRight;0.482216
forearmLeft;0.291036
upperarmLeft;0.317527
shoulderHalfLeft;0.133826
neck;0.0817878
shoulderHalfRight;0.173457
upperarmRight;0.267764
forearmRight;0.317302
shoulder;0.258525
upperBody;0.255048
hip;0.115086
lowerBody;0.355449
body;0.610451
lowerLegLeft;0.355554
upperLegLeft;0.497635
upperLegRight;0.476987
lowerLegRight;0.482796
forearmLeft;0.291171
upperarmLeft;0.317507
shoulderHalfLeft;0.133793
neck;0.0817865
shoulderHalfRight;0.173313
upperarmRight;0.267671
forearmRight;0.318532
shoulder;0.258631
upperBody;0.255042
hip;0.115065
lowerBody;0.355436
body;0.610432
lowerLegLeft;0.353644
upperLegLeft;0.497423
upperLegRight;0.476986
lowerLegRight;0.480935
forearmLeft;0.291222
upperarmLeft;0.317353
shoulderHalfLeft;0.133785
neck;0.0817592
shoulderHalfRight;0.173109
upperarmRight;0.267798
forearmRight;0.318368
shoulder;0.258757
upperBody;0.254987
hip;0.115005
lowerBody;0.355377
body;0.610316
lowerLegLeft;0.353386
upperLegLeft;0.497531
upperLegRight;0.477062
lowerLegRight;0.480743
forearmLeft;0.291313
upperarmLeft;0.317252
shoulderHalfLeft;0.133766
neck;0.0817603
shoulderHalfRight;0.173452
upperarmRight;0.267651
forearmRight;0.318372
shoulder;0.258987
upperBody;0.254985
hip;0.115061
lowerBody;0.355355
body;0.610293
lowerLegLeft;0.352862
upperLegLeft;0.497275
upperLegRight;0.476939
lowerLegRight;0.479965
forearmLeft;0.291376
upperarmLeft;0.317239
shoulderHalfLeft;0.133715
neck;0.0817514
shoulderHalfRight;0.17322
upperarmRight;0.267718
forearmRight;0.318156
shoulder;0.258921
upperBody;0.254958
hip;0.115058
lowerBody;0.355326
body;0.610236
lowerLegLeft;0.353658
upperLegLeft;0.49726
upperLegRight;0.47684
lowerLegRight;0.480694
forearmLeft;0.291402
upperarmLeft;0.317174
shoulderHalfLeft;0.133923
neck;0.0818472
shoulderHalfRight;0.173315
upperarmRight;0.267687
forearmRight;0.318052
shoulder;0.258691
upperBody;0.255157
hip;0.115018
lowerBody;0.355396
body;0.610511
lowerLegLeft;0.353161
upperLegLeft;0.497434
upperLegRight;0.476835
lowerLegRight;0.480409
forearmLeft;0.2918
upperarmLeft;0.317112
shoulderHalfLeft;0.134121
neck;0.0818838
shoulderHalfRight;0.1737
upperarmRight;0.267457
forearmRight;0.318364
shoulder;0.258612
upperBody;0.255277
hip;0.115037
lowerBody;0.355434
body;0.610673
lowerLegLeft;0.353343
upperLegLeft;0.497405
upperLegRight;0.476883
lowerLegRight;0.480472
forearmLeft;0.291812
upperarmLeft;0.317271
shoulderHalfLeft;0.133874
neck;0.0818894
shoulderHalfRight;0.173337
upperarmRight;0.267588
forearmRight;0.318374
shoulder;0.258007
upperBody;0.255288
hip;0.115017
lowerBody;0.355447
body;0.610696
lowerLegLeft;0.352391
upperLegLeft;0.497735
upperLegRight;0.477692
lowerLegRight;0.479417
forearmLeft;0.291634
upperarmLeft;0.31729
shoulderHalfLeft;0.133768
neck;0.0818629
shoulderHalfRight;0.173625
upperarmRight;0.267319
forearmRight;0.318833
shoulder;0.258088
upperBody;0.255233
hip;0.115026
lowerBody;0.355414
body;0.610607
lowerLegLeft;0.353082
upperLegLeft;0.497742
upperLegRight;0.477658
lowerLegRight;0.480022
forearmLeft;0.291624
upperarmLeft;0.317305
shoulderHalfLeft;0.133753
neck;0.0818551
shoulderHalfRight;0.17347
upperarmRight;0.267295
forearmRight;0.318838
shoulder;0.258104
upperBody;0.255218
hip;0.11502
lowerBody;0.355404
body;0.610582
lowerLegLeft;0.354115
upperLegLeft;0.497685
upperLegRight;0.477679
lowerLegRight;0.480878
forearmLeft;0.291646
upperarmLeft;0.317322
shoulderHalfLeft;0.133764
neck;0.0818547
shoulderHalfRight;0.173675
upperarmRight;0.267376
forearmRight;0.318663
shoulder;0.258334
upperBody;0.255217
hip;0.115064
lowerBody;0.355409
body;0.610585
lowerLegLeft;0.354256
upperLegLeft;0.497801
upperLegRight;0.477621
lowerLegRight;0.481222
forearmLeft;0.291611
upperarmLeft;0.317563
shoulderHalfLeft;0.133022
neck;0.0818671
shoulderHalfRight;0.173839
upperarmRight;0.267226
forearmRight;0.318629
shoulder;0.2573
upperBody;0.255254
hip;0.115056
lowerBody;0.355492
body;0.610704
lowerLegLeft;0.356489
upperLegLeft;0.497528
upperLegRight;0.477451
lowerLegRight;0.483214
forearmLeft;0.291554
upperarmLeft;0.317526
shoulderHalfLeft;0.133082
neck;0.0818425
shoulderHalfRight;0.173586
upperarmRight;0.2673
forearmRight;0.318585
shoulder;0.257487
upperBody;0.2552
hip;0.115012
lowerBody;0.355458
body;0.610615
lowerLegLeft;0.356902
upperLegLeft;0.497649
upperLegRight;0.47744
lowerLegRight;0.48361
forearmLeft;0.29148
upperarmLeft;0.317395
shoulderHalfLeft;0.133127
neck;0.0818337
shoulderHalfRight;0.173763
upperarmRight;0.267238
forearmRight;0.318562
shoulder;0.257859
upperBody;0.255179
hip;0.114985
lowerBody;0.355441
body;0.610577
lowerLegLeft;0.356573
upperLegLeft;0.498189
upperLegRight;0.477127
lowerLegRight;0.48393
forearmLeft;0.291437
upperarmLeft;0.317393
shoulderHalfLeft;0.132996
neck;0.0818381
shoulderHalfRight;0.173634
upperarmRight;0.267261
forearmRight;0.318544
shoulder;0.257459
upperBody;0.255188
hip;0.114989
lowerBody;0.355445
body;0.61059
lowerLegLeft;0.355428
upperLegLeft;0.497929
upperLegRight;0.477095
lowerLegRight;0.482683
forearmLeft;0.291525
upperarmLeft;0.317302
shoulderHalfLeft;0.133046
neck;0.0818177
shoulderHalfRight;0.173094
upperarmRight;0.26745
forearmRight;0.318554
shoulder;0.257232
upperBody;0.255144
hip;0.114928
lowerBody;0.355414
body;0.610514
lowerLegLeft;0.355015
upperLegLeft;0.497864
upperLegRight;0.477062
lowerLegRight;0.482251
forearmLeft;0.291616
upperarmLeft;0.31734
shoulderHalfLeft;0.13322
neck;0.0818183
shoulderHalfRight;0.173272
upperarmRight;0.267252
forearmRight;0.318488
shoulder;0.257517
upperBody;0.255147
hip;0.114966
lowerBody;0.355424
body;0.610527
lowerLegLeft;0.355738
upperLegLeft;0.497471
upperLegRight;0.476961
lowerLegRight;0.482519
forearmLeft;0.291193
upperarmLeft;0.317346
shoulderHalfLeft;0.133143
neck;0.081787
shoulderHalfRight;0.173388
upperarmRight;0.267215
forearmRight;0.318667
shoulder;0.25763
upperBody;0.255093
hip;0.114955
lowerBody;0.355386
body;0.610434
lowerLegLeft;0.354614
upperLegLeft;0.497271
upperLegRight;0.477005
lowerLegRight;0.481109
forearmLeft;0.291061
upperarmLeft;0.317291
shoulderHalfLeft;0.133202
neck;0.0817879
shoulderHalfRight;0.173026
upperarmRight;0.267334
forearmRight;0.318711
shoulder;0.257582
upperBody;0.25509
hip;0.114918
lowerBody;0.355377
body;0.610423
lowerLegLeft;0.354905
upperLegLeft;0.497403
upperLegRight;0.477072
lowerLegRight;0.481468
forearmLeft;0.29099
upperarmLeft;0.317277
shoulderHalfLeft;0.133149
neck;0.0817732
shoulderHalfRight;0.172884
upperarmRight;0.267173
forearmRight;0.31882
shoulder;0.257234
upperBody;0.25505
hip;0.114915
lowerBody;0.355344
body;0.610349
lowerLegLeft;0.354488
upperLegLeft;0.497595
upperLegRight;0.477007
lowerLegRight;0.481332
forearmLeft;0.291102
upperarmLeft;0.317468
shoulderHalfLeft;0.132738
neck;0.0817748
shoulderHalfRight;0.172916
upperarmRight;0.267142
forearmRight;0.318874
shoulder;0.256365
upperBody;0.255054
hip;0.114943
lowerBody;0.355352
body;0.610361
lowerLegLeft;0.354947
upperLegLeft;0.497718
upperLegRight;0.476952
lowerLegRight;0.48192
forearmLeft;0.29124
upperarmLeft;0.317467
shoulderHalfLeft;0.132826
neck;0.0817757
shoulderHalfRight;0.172568
upperarmRight;0.267106
forearmRight;0.318996
shoulder;0.256176
upperBody;0.255055
hip;0.114926
lowerBody;0.35535
body;0.61036
lowerLegLeft;0.355154
upperLegLeft;0.497927
upperLegRight;0.47689
lowerLegRight;0.482384
forearmLeft;0.291198
upperarmLeft;0.317393
shoulderHalfLeft;0.132949
neck;0.0817571
shoulderHalfRight;0.172265
upperarmRight;0.267194
forearmRight;0.318978
shoulder;0.256328
upperBody;0.255012
hip;0.114914
lowerBody;0.355329
body;0.610295
lowerLegLeft;0.355862
upperLegLeft;0.498065
upperLegRight;0.476876
lowerLegRight;0.483243
forearmLeft;0.291198
upperarmLeft;0.317365
shoulderHalfLeft;0.132984
neck;0.0817567
shoulderHalfRight;0.172253
upperarmRight;0.267186
forearmRight;0.319161
shoulder;0.256419
upperBody;0.255009
hip;0.114872
lowerBody;0.355326
body;0.61029
lowerLegLeft;0.356105
upperLegLeft;0.497822
upperLegRight;0.476824
lowerLegRight;0.483314
forearmLeft;0.291225
upperarmLeft;0.317331
shoulderHalfLeft;0.13303
neck;0.0817567
shoulderHalfRight;0.17206
upperarmRight;0.267201
forearmRight;0.319299
shoulder;0.256405
upperBody;0.255008
hip;0.114826
lowerBody;0.355322
body;0.610284
lowerLegLeft;0.354943
upperLegLeft;0.497867
upperLegRight;0.476812
lowerLegRight;0.482153
forearmLeft;0.291317
upperarmLeft;0.317323
shoulderHalfLeft;0.133125
neck;0.081762
shoulderHalfRight;0.171972
upperarmRight;0.267202
forearmRight;0.319402
shoulder;0.256572
upperBody;0.255019
hip;0.114793
lowerBody;0.35533
body;0.610303
lowerLegLeft;0.35486
upperLegLeft;0.497262
upperLegRight;0.476775
lowerLegRight;0.481542
forearmLeft;0.291331
upperarmLeft;0.317324
shoulderHalfLeft;0.133302
neck;0.0817727
shoulderHalfRight;0.172044
upperarmRight;0.267068
forearmRight;0.319487
shoulder;0.256656
upperBody;0.25504
hip;0.1148
lowerBody;0.355339
body;0.610335
lowerLegLeft;0.354653
upperLegLeft;0.497166
upperLegRight;0.476761
lowerLegRight;0.481185
forearmLeft;0.291501
upperarmLeft;0.31736
shoulderHalfLeft;0.133283
neck;0.0817757
shoulderHalfRight;0.171995
upperarmRight;0.267041
forearmRight;0.319633
shoulder;0.256757
upperBody;0.255046
hip;0.114788
lowerBody;0.355344
body;0.610346
lowerLegLeft;0.357335
upperLegLeft;0.497035
upperLegRight;0.476772
lowerLegRight;0.483629
forearmLeft;0.291387
upperarmLeft;0.317541
shoulderHalfLeft;0.133542
neck;0.0818131
shoulderHalfRight;0.171838
upperarmRight;0.267059
forearmRight;0.319627
shoulder;0.256817
upperBody;0.255133
hip;0.114735
lowerBody;0.355406
body;0.610494
lowerLegLeft;0.357173
upperLegLeft;0.497177
upperLegRight;0.476759
lowerLegRight;0.483629
forearmLeft;0.291527
upperarmLeft;0.317566
shoulderHalfLeft;0.134381
neck;0.0819698
shoulderHalfRight;0.172131
upperarmRight;0.267068
